image,elbow_angle,back_angle,hip_angle,knee_angle,stage,label
26055_png.rf.90d142c485361fddc05dc37383d3c752.jpg,173.15044693426864,136.85544978020187,160.3377452835736,136.48256360362834,top,correct
1995_png.rf.b9f0f0e4046d17347d08f0bcdffbbd62.jpg,173.67146612973593,147.77611019228132,168.79889368892037,171.7256493209138,top,correct
08d525ad-202f-4349-ad75-c507b98bd22f_mp4-0018_jpg.rf.922bf8694d0ab421c0edffbe3fffd7d6.jpg,174.32031779155014,138.61178200761216,171.7933476180135,156.78569640290442,top,correct
25905_png.rf.051fc5ab7022295495e1375cb1b09139.jpg,173.840445507267,150.06768774192506,165.7441005684707,145.77703755448923,top,correct
25907_png.rf.2118c23f9062b0281a0144eaed9dc60b.jpg,173.66167940459945,155.63073627148626,163.96124940551553,147.5314356488143,top,correct
23342_png.rf.fb1f7bf79b98e387fd7e6e5a0ca9481c.jpg,173.06954134245143,154.9918002327329,179.07288721580468,141.12180947626217,top,correct
333_png.rf.362c09b06464a59aeeb3dd08bd590c3e.jpg,119.97391773093784,164.23267719989494,178.69587398576633,161.46242312271264,bottom,correct
youtube-748_jpg.rf.bc2fc0ed74c7952a9a95b9a6cd029646.jpg,167.75659397580856,178.99453177425477,160.24398579430073,165.65748062758692,top,correct
24866_png.rf.e7812bb847ce5c9936ed086080f098db.jpg,175.80819031558673,139.7189426718637,171.3585298308488,161.6181795437847,top,correct
7014_png.rf.fc0f9ac7e7519d54d96a5e6e33f18991.jpg,177.6425393948589,171.85365284565898,171.9323112710405,172.9662442859611,top,correct
4265_png.rf.ccf170d9845c2fdf4c90743690459361.jpg,176.2771820266935,143.55084692325437,173.91822885496214,163.98989061319497,top,correct
23333_png.rf.abf36c3814819bba56d8c32bd20eb076.jpg,175.39527050612455,138.95143591465396,165.6174266116896,116.7964493855682,top,correct
25661_png.rf.b198c5da7bd4db640ada68f8e4f8aaab.jpg,158.43151058172347,145.1155831079174,166.42339537532132,149.61798110329505,top,correct
34456f4a-74f5-4a73-8556-8e25f7a56849_mp4-0001_jpg.rf.a51209de1ddb0d1ff84381aeac4cf0c4.jpg,169.8219947410005,166.1058302787231,171.40979359958678,139.26976492307062,top,correct
3988_png.rf.35ce129924e1c4b2a8daadf2e04d9e7a.jpg,176.08435363277798,143.71928899338803,174.74162539639477,164.46654718597986,top,correct
3816_png.rf.0e736bfa6230795bad67813b3b737b47.jpg,178.19656862871787,158.63793116003146,176.597259122156,169.39083542068406,top,correct
9031afd6-154f-4b2c-82aa-5f6333065f36_mp4-0004_jpg.rf.07f68f30c9639669b87cc9830f2e3afb.jpg,168.17340075861375,151.7406495637343,164.34563986546488,154.6034167404292,top,correct
359_png.rf.f041b11cca3df2eeb5eab280d64a41ce.jpg,169.34412131653102,177.61084937252113,177.09281308903533,172.6424616286557,top,correct
4255_png.rf.7ee01f28c116fdd0637965867dc44d2e.jpg,175.47060303675448,141.99959060126253,176.1710086843908,166.57018951638966,top,correct
1976_png.rf.dbe595a82355a33109249606033eb0b4.jpg,176.3408448113195,169.23340054987386,177.16189239753822,160.81719581117068,top,correct
youtube-591_jpg.rf.f507a2d4a81c99289e14d4c00a497e1b.jpg,176.35759897073618,166.88353878211242,178.29150577494275,171.3712895529888,top,correct
23698_png.rf.ffd2b8957ae4cc30ed07516fe32f8a11.jpg,159.2576522209448,153.14660361711984,177.50958597596104,163.06479561121043,top,correct
3780_png.rf.5bc51b5d0e3ae62b23f2322bd088c6d9.jpg,176.91290746244144,151.7461086468469,173.4230784248982,178.14492050385638,top,correct
349_png.rf.7d85fcb6699e8adf08d1abec195ad9a2.jpg,167.6680091133833,173.11422685480977,175.67015428751304,167.35320024435634,top,correct
2579_png.rf.ad8e7a9f99be5dbe84eb29df0c6dfee4.jpg,94.0629390165252,177.434279449522,138.54464989824345,155.128846312379,bottom,correct
4f9ac0bd-1f7a-41c7-83cc-8903a1ca1445_mp4-0000_jpg.rf.b60af50ba944553e0ed26923bf170ced.jpg,177.11014294548198,160.5450591885103,138.49366200993094,170.31999053561162,top,correct
4292_png.rf.eafbe595d4fe1099da2e59d1735ccdec.jpg,176.74253491548978,148.32426289685998,171.1402872531326,163.38084501406934,top,correct
354_png.rf.ae09699d065112ca17e6cba21678b7a4.jpg,169.3326649213246,177.6155618306463,172.18378408159103,171.69582790836563,top,correct
26120_png.rf.5f072e817513b99ede45baef4f363081.jpg,93.35049680635348,172.94015046905946,151.40161650698158,142.6189864914346,bottom,correct
youtube-307_jpg.rf.7e986e9f44f55e6fa74c501c049da252.jpg,179.9033975935716,162.71242102817996,165.08349300746767,179.70034436173356,top,correct
24978_png.rf.504467b0341acc53f81f507bdf446502.jpg,175.55781537159007,138.51263654989646,168.3773627262135,161.78328477154497,top,correct
6936_png.rf.eb9358619ecbf5f3856ed0c8b0941dd0.jpg,173.65191740429188,170.00581643529426,169.5157233347618,174.6732466671666,top,correct
23452_png.rf.0a93f6ca34d6636f0e0352192c1350b6.jpg,162.50900487478978,160.10432405776106,171.28895438258374,160.28138537740747,top,correct
3628_png.rf.5fc6bf2903ac4ce31b02df5800f035b7.jpg,171.46028793399276,166.99139651794147,175.3574403689251,168.4704712815322,top,correct
youtube-58_jpg.rf.3a84363315089e1a362957c262fdcc07.jpg,105.84993107083272,147.84164594558803,174.59493884812443,174.0228794422831,bottom,correct
youtube-646_jpg.rf.7e6882942105c8c7b5c60fb0510e1d81.jpg,107.7734139656676,172.68780579558887,173.2235849701352,169.55976973573777,bottom,correct
25632_png.rf.73f8469ad56f26bec3e51a3b2960e970.jpg,173.49829239066167,151.14674848686985,159.31817902320407,142.95341637144014,top,correct
3970_png.rf.609c8a75f820fa1f9b380d025daf0c5e.jpg,176.0284929198197,141.87736003288703,178.7248570246319,167.74816159604163,top,correct
4231_png.rf.96dff54d0b45027a44c4d3833bae166c.jpg,176.1516704006371,142.4345732736354,176.45774656397947,166.78773287997174,top,correct
youtube-646_jpg.rf.df9625e70b6d34eca0db8b5bdebc3763.jpg,109.4232062260138,162.83040521168985,171.65453767742252,162.79010000855763,bottom,correct
25663_png.rf.0135b57f179409d4e7e159f30b95336f.jpg,162.22519304852818,141.9636570189107,159.06251820260957,113.29119313128476,top,correct
3952_png.rf.749ef28e15ff73f23f63b09196f97293.jpg,175.959140510364,142.98131899127415,179.4540517922188,170.7343625281014,top,correct
9f9e2538-3096-4447-a8b8-2ebad046f578_mp4-0000_jpg.rf.dade9e78cf56cf02d2b1c616ff223791.jpg,169.65415993141144,166.0297123463063,138.96261170582216,166.74636765671616,top,correct
youtube-735_jpg.rf.47cd658aab4a7d5ed784f0f90aa64af1.jpg,96.95475185024225,178.4323361756199,163.9193241621893,159.79564847699328,bottom,correct
4204_png.rf.4915fc66bc308fb4a2485bd5c831f091.jpg,177.41618155999203,145.3514272288751,173.76270890511378,169.7205066101304,top,correct
23397_png.rf.89e8610a99717e85cd20b1b53f7da6cd.jpg,104.8012055753086,143.2842988964186,162.6592026040101,174.27351543632432,bottom,correct
6058_png.rf.c8072471c58eaed521bbab68fc34c699.jpg,169.06226993889936,168.07312715092866,149.37822006964393,165.21186292915425,top,correct
73449d37-84f9-49b4-9717-fc0462896a86_mp4-0007_jpg.rf.6df6a5bc72c49d2fe5943537b0beec0d.jpg,169.85892278923663,150.52607030475576,171.9021368721862,177.72070963380995,top,correct
26058_png.rf.ce645a646b32c7a5beea1db5407854c9.jpg,175.6387071702686,149.4190908242588,150.9580930102667,135.09187121067612,top,correct
6697_png.rf.45a31c9b89acc1364e40020588025d5a.jpg,157.4736307261425,178.3241804887206,179.44486553568274,164.890968793472,top,correct
73449d37-84f9-49b4-9717-fc0462896a86_mp4-0009_jpg.rf.bc92dcbca329e2b653cd93e9c27cb64a.jpg,80.9759470438625,155.37959948169473,179.12706370380408,178.09280458748125,bottom,correct
24842_png.rf.1afb481d9579275d91d4ad6e0233c4d7.jpg,171.16880011576063,140.9321370609481,167.7593232040233,155.5529884940411,top,correct
3854_png.rf.80f0244123776a1e7096eb303b924bfb.jpg,158.77389100493517,173.73801423107773,163.72393082974622,177.58497919970253,top,correct
3606_png.rf.09c70a7f7d8f6aa3260c2400dbf1b6e8.jpg,176.88841105501734,170.15706455660847,168.48474851177224,175.472235068278,top,correct
6883_png.rf.853d8a698dab15f9212902b8da4caa41.jpg,175.49555311257518,159.36609579780372,172.26054962997026,173.20795914237144,top,correct
6695_png.rf.146aff17913bc0fb7405fbb9237a4b73.jpg,163.34506735758393,169.8496533048779,179.1681443565673,160.55277940330862,top,correct
23282_png.rf.2ce7bc2948a094d5c4dc441091f1209c.jpg,177.67269466839943,160.63407843758412,162.20040768327814,128.03783007094728,top,correct
youtube-10_jpg.rf.70b139f5f4ab834e167a939a3f93ef61.jpg,174.7022405458324,177.6778561866215,173.8745223503939,176.51748469824693,top,correct
494e1c96-e20e-46ea-865a-e2134fe3718b_mp4-0001_jpg.rf.c847dc0dccb4536068080ff3f99e4611.jpg,167.1575111880777,174.39495530233327,171.68635253134858,170.78212048400405,top,correct
4198_png.rf.36a7577084cfd97a4b450dc205f55af1.jpg,176.3994444883818,145.9918315106891,171.68534799492133,166.80807808798727,top,correct
4168_png.rf.f306969aa5740de783e5b80a4f3dfbe9.jpg,177.09251315346424,145.03048737567246,173.47718424268402,165.54091253137386,top,correct
26031_png.rf.bb05ebd34c1085b664bf726869eac923.jpg,96.7063073887337,168.59056163520412,161.666945563348,129.69308109453263,bottom,correct
3924_png.rf.080f000d6aa1238390cecac4d56b70d8.jpg,170.28040295570418,146.72252732061804,173.88325075549986,163.56526997638815,top,correct
14029f1d-b370-4226-b638-d54ab921e6a3_mp4-0005_jpg.rf.218ef0099987017d8c780e253c4083de.jpg,171.61774578177037,154.21254417830136,178.47490478184915,157.00447063896905,top,correct
2019_png.rf.26a29b972a27cf8705eefa9dd98ec98a.jpg,178.5742266899572,136.13175967966487,171.1250860805578,179.01856193720548,top,correct
3922_png.rf.57c04d807bad5094d4cc361a2d66e4f3.jpg,169.51955859480603,147.5753579164714,174.55941339386607,163.5297281235975,top,correct
4002_png.rf.fc3256b66a108ae48a7f4d26271b7884.jpg,176.07180743116163,145.44625242781717,172.8525822246127,162.31555557477165,top,correct
14029f1d-b370-4226-b638-d54ab921e6a3_mp4-0009_jpg.rf.c46ea6b8b6453bc549260cb42f3bee76.jpg,170.9163376537796,149.39331065178666,170.11295310111743,165.80122291715395,top,correct
3907_png.rf.19487417385aa31f5fb27843dea4a942.jpg,157.41374335189963,160.71801658096814,166.70814836218744,165.2020929793701,top,correct
1926_png.rf.050a83d6fdff64751579357326ca4db3.jpg,179.96327984603445,171.4037528893665,177.23254936474777,163.6029659351677,top,correct
6702_png.rf.2df8995cdac6c12e237f28ad43b6df44.jpg,109.11872313299408,166.29186260101653,172.75135655816226,144.34536623502922,bottom,correct
4189_png.rf.964a3ce40ac25ab1aa62236b5bfbf6ea.jpg,178.26576980624128,146.43815955149742,171.1185112555384,163.72316054122012,top,correct
23451_png.rf.d4d9c2b25c5a0fcd1af002a75987a156.jpg,163.33590708299235,151.52360137905322,172.8024443795542,156.3904853626404,top,correct
25798_png.rf.b34b7857af163736cf10631ff8ff92e3.jpg,165.17731161837693,154.0822024326963,153.58996591188586,133.08627037825897,top,correct
25756_png.rf.b24df0751708074d108d69cc37fb6271.jpg,172.33044999423078,148.03511225575326,162.84799272651514,136.8159619182507,top,correct
6057_png.rf.5935e4025560a5453caa638be44d316c.jpg,170.39753952714793,173.2410447315838,149.39755881561612,164.79494606417816,top,correct
7459_png.rf.bec7890d119bba1ff6e2c9301e09aac1.jpg,177.9274833746248,169.51828632289846,164.12183610269247,179.36830647193847,top,correct
24937_png.rf.c09e91d4a19099c11328c372a211878b.jpg,172.74685363090703,152.87539435458663,136.0095634031318,176.5604841760562,top,correct
youtube-56_jpg.rf.502e88ae2da53f695b0e4ebb35b81b27.jpg,110.60566162910048,145.8337483914317,173.94546703547385,175.48378727280826,bottom,correct
25119_png.rf.79670b6cc370f903412bb92b9b5bcbaa.jpg,170.2415249537932,166.24953432446233,140.87043376647898,158.6676180620312,top,correct
25941_png.rf.f394f92eef9140e1f7099f07b196eeb9.jpg,166.29779899068626,159.8033559744526,151.09834606741794,125.02316184136932,top,correct
3982_png.rf.13cd6894347a91abca4ec139c9df281d.jpg,175.88900617483603,145.37776820873034,175.3995651120373,168.04838315190858,top,correct
25747_png.rf.ea901dd09b47e0ae7def255d4f370a46.jpg,173.11006249078642,138.3075331184558,159.41092963017704,127.68504240354858,top,correct
26060_png.rf.190030bda8e947bb07b3f29a882f5b5f.jpg,175.06248552203172,154.4247040029949,147.86129522543865,135.3165618223546,top,correct
3766_png.rf.30410c8b8bba616883479ee9d9ff533b.jpg,176.18711761191884,157.42754060735,168.66199984693654,168.4335684605984,top,correct
25155_png.rf.ab3f0b7660282b7efdb32aabc8e6a810.jpg,169.6044299790526,139.6398978078486,172.82928371085924,160.15590499545365,top,correct
25728_png.rf.89d8e471239b71f447085f7bb4c5cc32.jpg,101.76685025409743,162.64633600970555,162.90457438724349,148.02780768026082,bottom,correct
4294_png.rf.3bed9bd3e03751cfa1aedb0f5d2726c0.jpg,175.75921086220652,144.01390204125954,174.20162589815774,165.73404589010713,top,correct
25763_png.rf.7cb20500891125129a93d14344908d0e.jpg,172.38967156870257,151.22559813676557,165.45731237520408,146.55571110496828,top,correct
1629286c-2006-4033-b467-82c8f583e80e_mp4-0000_jpg.rf.ee61d923206903fcd67378e766684451.jpg,157.66259369112382,166.44697076280974,167.59980259022973,36.984798672916654,top,correct
26069_png.rf.da57a857b27dafa81531e26bb59493b6.jpg,166.26614762102142,142.50393301811914,152.97716051389435,140.6441187964067,top,correct
1994_png.rf.0478810f95c674c97e927df41feedd00.jpg,174.2432731090126,146.74774425420827,165.36283613720187,169.04259536109265,top,correct
25901_png.rf.3f99d1b2b115a1b47050e67523c32eb0.jpg,171.2626822747032,153.82553705575086,167.15519750163335,154.2599174750997,top,correct
6966_png.rf.af5344817433120d7b623cd86d375197.jpg,172.50426301846483,172.35280442354176,171.16933443139683,169.82856366530643,top,correct
3c01aa45-874a-440a-869d-1cc66af3fdb6_mp4-0009_jpg.rf.d9ce04c86928a522d42099d625dce96b.jpg,176.94045423905425,135.6903995639607,158.83691482869403,156.298066577445,top,correct
23736_png.rf.244484906df38e6434e109c8b1077756.jpg,95.63193305265844,164.6477659844842,157.42163350780405,151.3379870886341,bottom,correct
2459_png.rf.606bda928b195735f9d47df7d9b82934.jpg,169.30142477534622,178.6603334369602,140.6510477802643,167.6563575175667,top,correct
25656_png.rf.7b5959062db197684d6f39a32f67599f.jpg,158.9773601185813,151.1227716012511,157.66813551114933,143.0312946146432,top,correct
youtube-630_jpg.rf.2000fadbf12f7a4b006cdcf004bad4f0.jpg,179.8657876045808,179.08636122071974,165.65331398597758,167.2780312859036,top,correct
980_jpg.rf.2df9cad44a59528429f2d17ead74e46f.jpg,177.25620980980136,171.12321541922566,159.1343349709034,171.8273113566949,top,correct
25630_png.rf.9a3bf3025dddd524974ad53244070514.jpg,171.21978090409783,145.13430621081358,163.5058002898144,149.86391967026097,top,correct
25820_png.rf.53774db1f7bd9903ecd472bb0a83afe4.jpg,151.43758673835612,138.5986321580756,163.94758492482208,120.87827646067409,top,correct
1027d61d-45ed-4a3e-88cb-e02046d4a050_mp4-0002_jpg.rf.f0dc591ba3e466e652f88b4e24ae75fb.jpg,172.6457232685091,150.5605778333298,168.1753698667936,174.8896927428009,top,correct
4127_png.rf.89ac3be7b4c7ec64b00947a3fde2d5ec.jpg,175.71029593169925,155.76879205219785,176.396287509254,164.9993111968302,top,correct
4281_png.rf.51e3c6bbe17ed1252c7f00423cb73e19.jpg,177.92539984414125,145.44662440967954,172.5990364992287,163.6081192397656,top,correct
23523_png.rf.0ec206a93494778b93286d0b3608fbed.jpg,162.955899119823,135.64022145101904,176.74313292629046,151.80273388259823,top,correct
25595_png.rf.168f608e58b5da68052d953efc744aa2.jpg,82.42287034179375,158.91806001934265,158.9455551345913,131.66083464367048,bottom,correct
42998ce3-de23-4757-a65f-4544fe66c7ba_mp4-0005_jpg.rf.3845908d5f13f84c7791c31ae9e0fe1d.jpg,162.28750539663903,156.98367764432464,162.15131361558352,147.37980490343358,top,correct
3928_png.rf.fd49d427afda895c571eaf8186d9e8eb.jpg,170.8803141965868,145.9510220964647,173.69008341963058,162.2742290709253,top,correct
23278_png.rf.33e50a980738d688d039fe8662d91e48.jpg,175.82021111885987,143.67576144289865,171.34075238025616,126.5783415469068,top,correct
25615_png.rf.9435d3060295a7f234a26286338f3caf.jpg,174.25686358066113,151.40373269052273,156.42614917673365,143.5915017467295,top,correct
5965_png.rf.c44fd68106aa09981387d7cc069fd25d.jpg,159.0981643583466,155.99830046750452,170.3610162572476,170.32866479111618,top,correct
c31d5964-bfc6-4000-896c-e896d83d351d_mp4-0005_jpg.rf.9a9c2e0d4a581ab2fe90515aa460d065.jpg,171.40012850702908,138.97084522936126,145.56134457825215,141.21390563721974,top,correct
youtube-710_jpg.rf.6b5412520fb8a2f941a8992f60a00938.jpg,170.98580121915654,164.09733005680857,155.74314437955124,173.82098596244262,top,correct
316_png.rf.c3527c8d6e37b15f6c7ee332b268df12.jpg,115.72961688568192,176.45475203280887,174.82320564512216,166.6156490447223,bottom,correct
6966_png.rf.99393f6f8fae8aff0f75faa58eae61b0.jpg,168.7775742165249,174.84871286098394,158.6867136128012,170.67976707675913,top,correct
6971_png.rf.fc4c806f1953906bfca0750249aa2a8b.jpg,176.78251360451463,175.94969293146946,170.51695006772204,179.45821726101923,top,correct
23369_png.rf.5499b49b36187f062f2f14462c9a0bb3.jpg,174.75571496362318,149.41649873467847,161.165645576379,125.11054837855755,top,correct
4142_png.rf.5ea6799110bcc0144e9b833ef57c1b73.jpg,176.99447221577515,146.91142601695154,175.36133024641506,164.9070859881193,top,correct
4266_png.rf.2d5e0a9e3eb24ca4522ac146b0b1568e.jpg,176.9910706434609,147.53305827124464,171.66232639094645,162.98788802211078,top,correct
4267_png.rf.956f3c17d6eac9cccec39eb2a7b3ef0e.jpg,176.5181599840153,143.14436664405662,172.6028044953278,162.9705258721705,top,correct
23699_png.rf.a4b0f4baa8a8b98dda33ce634414a965.jpg,160.7252094953761,157.71152674575887,176.26539436156378,169.50572565900694,top,correct
23280_png.rf.f2e48dc31a31fd355f58838f817397c4.jpg,175.45969878142404,140.2605339387813,166.65310455745154,129.5130201649521,top,correct
2453_png.rf.9ead9f859b0c0e89fa35b9e147aedc3e.jpg,172.8596177372119,171.53078662865408,140.7407319230753,175.21732268599797,top,correct
6139_png.rf.46ec41b200170286d4d006d7ded455f0.jpg,164.3246508194346,165.795972703967,152.18604597291193,165.93671264538324,top,correct
1882_png.rf.3265dbb50766659db7e5804fbd37d52d.jpg,178.8025429131243,170.17629995343648,171.67968359461935,171.9834536531237,top,correct
24977_png.rf.faf399aaa520bf270e1a4ea2376c59f7.jpg,176.56869582207094,139.87890517136373,163.62253591598164,148.0137270054806,top,correct
244_png.rf.c61a05f45e1632fa4db882c49153cd49.jpg,156.70320856198947,176.4107731387924,161.90590862516186,174.10472868166414,top,correct
26034_png.rf.976915ec3bd6f99cb11b3e382d4a7e3f.jpg,156.17139355544927,153.5212955293459,151.1241909396907,105.02350750354124,top,correct
50a78028-7b99-40b6-8080-29ea8756a58a_mp4-0010_jpg.rf.e9732a87700e87ba846cf2aeb3325526.jpg,177.15451736295668,160.8135524736188,146.26079675490686,166.5495558776374,top,correct
1898_png.rf.8549400a1d4b4f1714f6a26ceb396fb8.jpg,151.97139826164815,135.44551141644737,166.80871455272157,164.59969102978206,top,correct
3974_png.rf.d700820d33d02568dbab1dae33065966.jpg,175.91335110332986,143.6931582160411,173.1801102508681,163.59817343708008,top,correct
6763_png.rf.82c1e310db729ff9b98a7272f8822265.jpg,177.08365771709265,179.27472548766036,176.97560077182732,160.89152193674664,top,correct
792_jpg.rf.4612bbe37b976aaf859c072d3c41cb2c.jpg,168.68866766872353,162.95244711896095,166.6974118182532,175.86560151159077,top,correct
26007_png.rf.a983b3912ab0c5186f52a87e9bf55543.jpg,155.60318618569914,168.92580183463383,175.76068150079655,148.00350273926685,top,correct
4013_png.rf.616f0c76c9906629c96dde2fd53dad41.jpg,172.95140466383933,144.67170091959682,179.3930764518441,169.0092952115442,top,correct
youtube-157_jpg.rf.376b27e40a8f7b628515a2e18415a195.jpg,166.81191337026118,176.04308738849576,163.19651540529196,174.93299489661288,top,correct
3933_png.rf.3163b2abe54411bbc6964d0662b823e6.jpg,174.7588850314929,149.96398531230537,172.62683150158568,167.45956712073863,top,correct
23329_png.rf.b0e5e90a69e9e0b0f16cd174a93cc70f.jpg,172.4480890287268,136.9017957821378,167.65967354207643,125.40745754553036,top,correct
3642_png.rf.5d30796e9f381e4fef0db63bbacd1b7f.jpg,172.35428276849592,167.7977746733694,166.79472779531068,175.65431846688043,top,correct
25802_png.rf.da85c8d5ca0e821bdacae470cdc45383.jpg,172.92174705443267,147.90047842961894,149.86721901045397,125.41977343057202,top,correct
6b5cf904-cf20-4639-bcef-d4a69399bdee_mp4-0008_jpg.rf.b6e2e379116c099cb684c47c2273e1bd.jpg,167.10013195686884,154.8893046069673,168.26451712713316,147.07313189897403,top,correct
youtube-293_jpg.rf.caa06e8189f9eaa4e235ed8675f8bfa1.jpg,179.7997429426796,161.84429855730417,167.2290636764497,174.47848733225086,top,correct
24977_png.rf.cb0e201de88a1871d18c29fa82de7d54.jpg,174.6646069144274,139.81231501021944,165.6862194274709,164.77599603747498,top,correct
25906_png.rf.a566c64d44785136d96262a5eb96804a.jpg,173.29374507118877,154.36927367054756,167.90427035786885,152.31232428039456,top,correct
1921_png.rf.b6f0159f5d827c84908c6ccd4cdf93f2.jpg,178.68874802331703,155.9306000107322,164.37283083109747,178.24422731848043,top,correct
121c5c7c-aeb5-4a50-a222-c5bbb1242890_mp4-0019_jpg.rf.5e1ce080ff621d4d5405fafd2f0af681.jpg,178.4134242289893,146.4478777555092,156.26017469839988,55.82494829139322,top,correct
youtube-719_jpg.rf.68178db43ff83b067821d27a979d16c1.jpg,163.6173230487948,142.28767246325566,160.5320423531877,166.3521982839084,top,correct
24961_png.rf.e058f0aee3df812208b40551e390210c.jpg,176.6708110141336,138.75172753365007,169.94519548766075,149.67055198715218,top,correct
